Sell 6820  BKNWA @ 99.75 #+15145557054  
Sell 9420  BKNWA @ 77.08 #+15145559089  
Buy 14310  BKNWA @ 76.82 #+15145551919  
Buy 9630  BKNWA @ 77.22 #+15145556551   
Sell 9760  BKNWA @ 77.17 #+15145555414  
Buy 11720  BKNWA @ 77.55 #+15145550821  
Sell 5690  BKNWA @ 78.18 #+15145556307  
Sell 7520  BKNWA @ 77.49 #+15145552265  
Sell 8120  BKNWA @ 78.14 #+15145554221  
Sell 12420  BKNWA @ 78.22 #+15145557316 
Buy 8160  BKNWA @ 77.74 #+15145557929   
Sell 9340  BKNWA @ 77.75 #+15145556597  
Buy 6950  BKNWA @ 76.81 #+15145558867   
Buy 8370  BKNWA @ 76.53 #+15145557834   
Sell 12940  BKNWA @ 76.91 #+15145552204 
Sell 7290  BKNWA @ 76.22 #+15145555753  
Buy 11470  BKNWA @ 76.07 #+15145558525  
Buy 10290  BKNWA @ 76.25 #+15145558324  
Buy 10200  BKNWA @ 75.47 #+15145550800  
Sell 18960  BKNWA @ 76.05 #+15145556680 
Buy 13280  BKNWA @ 75.75 #+15145550136  
Sell 16000  BKNWA @ 75.78 #+15145553591 
Buy 9430  BKNWA @ 75.61 #+15145554329   
Sell 11630  BKNWA @ 76.46 #+15145553149 
Sell 11500  BKNWA @ 77.16 #+15145558375 
Sell 9030  BKNWA @ 76.85 #+15145553790  
Buy 8930  BKNWA @ 76.79 #+15145559631   
Sell 8570  BKNWA @ 76.88 #+15145557016  
Sell 5990  BKNWA @ 76.95 #+15145552659  
Sell 7080  BKNWA @ 77.63 #+15145550057  
Sell 4370  BKNWA @ 77.67 #+15145557833  
Sell 12030  BKNWA @ 78 #+15145551882    
Buy 9220  BKNWA @ 78.14 #+15145552713   
Buy 11620  BKNWA @ 78.14 #+15145552336  
Sell 5030  BKNWA @ 77.2 #+15145556054   
Sell 5500  BKNWA @ 76.73 #+15145556146  
Buy 11930  BKNWA @ 76.92 #+15145550375  
Sell 10390  BKNWA @ 76.79 #+15145550829 
Buy 7630  BKNWA @ 77.15 #+15145554071   
Sell 6370  BKNWA @ 77.18 #+15145551750  
Sell 14380  BKNWA @ 77.84 #+15145559571 
Sell 13990  BKNWA @ 77.29 #+15145558787 
Sell 10140  BKNWA @ 76.43 #+15145551863 
Sell 6760  BKNWA @ 76.72 #+15145552984  
Sell 13750  BKNWA @ 76.49 #+15145551004 
Buy 12640  BKNWA @ 76.71 #+15145558318  
Sell 10340  BKNWA @ 77.73 #+15145553641 
Sell 4110  BKNWA @ 77.99 #+15145559553  
Sell 6670  BKNWA @ 77.98 #+15145557735  
Sell 22430  BKNWA @ 78.4 #+15145553609  
Sell 9100  BKNWA @ 77.72 #+15145555302  
Sell 12920  BKNWA @ 77.36 #+15145556793 
Sell 18820  BKNWA @ 76.86 #+15145559106 
Sell 7360  BKNWA @ 76.22 #+15145556444  
Sell 10010  BKNWA @ 75.73 #+15145553000 
Sell 7810  BKNWA @ 76.11 #+15145558282  
Sell 15040  BKNWA @ 75.71 #+15145558095 
Sell 17250  BKNWA @ 75.88 #+15145554063 
Buy 11310  BKNWA @ 75.68 #+15145553857  
Sell 8580  BKNWA @ 75.55 #+15145555165  
Buy 9070  BKNWA @ 75.4 #+15145558857    
Buy 4590  BKNWA @ 75.67 #+15145550808   
Buy 6150  BKNWA @ 75.48 #+15145556673   
Buy 8100  BKNWA @ 75.62 #+15145554997   
Sell 10310  BKNWA @ 75.62 #+15145556121 
Sell 11040  BKNWA @ 76.41 #+15145551437 
Buy 12830  BKNWA @ 76.44 #+15145557586  
Buy 8000  BKNWA @ 77.81 #+15145557463   
Sell 21130  BKNWA @ 77.04 #+15145553498 
Buy 13650  BKNWA @ 76.85 #+15145558060  
Buy 9990  BKNWA @ 76.43 #+15145553285   
Buy 6840  BKNWA @ 76.08 #+15145553870   
Sell 16610  BKNWA @ 76.29 #+15145553276 
Buy 6060  BKNWA @ 76.79 #+15145551607   
Sell 10870  BKNWA @ 76.12 #+15145550159 
Sell 5830  BKNWA @ 76.34 #+15145554368  
Sell 8610  BKNWA @ 75.88 #+15145550518  
Buy 4730  BKNWA @ 75.32 #+15145559365   
Sell 6500  BKNWA @ 76.47 #+15145551935  
Sell 12230  BKNWA @ 76.82 #+15145556115 
Buy 13060  BKNWA @ 77.43 #+15145550747  
Sell 11520  BKNWA @ 77 #+15145550545    
Sell 9360  BKNWA @ 76.83 #+15145557769  
Buy 4010  BKNWA @ 76.54 #+15145552750   
Buy 6240  BKNWA @ 76.05 #+15145556601   
Sell 13050  BKNWA @ 75.62 #+15145558373 
Buy 12720  BKNWA @ 76.26 #+15145551042  
Buy 13570  BKNWA @ 76.18 #+15145557551  
Sell 13400  BKNWA @ 76.04 #+15145552274 
Sell 4740  BKNWA @ 75.63 #+15145556548  
Buy 6530  BKNWA @ 76.05 #+15145557907   
Sell 12670  BKNWA @ 76.2 #+15145558404  
Buy 16720  BKNWA @ 76.57 #+15145553576  
Sell 15900  BKNWA @ 77.26 #+15145550095 
Buy 5090  BKNWA @ 76.73 #+15145555631   
Sell 6510  BKNWA @ 77.59 #+15145551401  
Sell 13380  BKNWA @ 77.3 #+15145557038  
Buy 15550  BKNWA @ 77.23 #+15145553326  
Sell 9150  BKNWA @ 77.46 #+15145552723  
Buy 15430  BKNWA @ 78.01 #+15145554781  
Sell 8210  BKNWA @ 77.98 #+15145553920  
Buy 6210  BKNWA @ 77.98 #+15145552827   
Sell 12030  BKNWA @ 77.68 #+15145555218 
Buy 10840  BKNWA @ 77.32 #+15145550656  
Sell 9510  BKNWA @ 76.81 #+15145558568  
Buy 30170  BKNWA @ 77.06 #+15145555213  
Sell 17810  BKNWA @ 76.93 #+15145556794 
Buy 15550  BKNWA @ 76.98 #+15145554642  
Buy 19900  BKNWA @ 77.08 #+15145559137  
Sell 25230  BKNWA @ 77.14 #+15145559806 
Buy 19120  BKNWA @ 77.17 #+15145552911  
Sell 14430  BKNWA @ 76.98 #+15145555095 
Sell 15450  BKNWA @ 77.48 #+15145553030 
Sell 17340  BKNWA @ 77.69 #+15145558016 
Sell 14530  BKNWA @ 77.48 #+15145559761 
Buy 6650  BKNWA @ 78.01 #+15145557609   
Buy 13650  BKNWA @ 77.22 #+15145552570  
Buy 19850  BKNWA @ 76.6 #+15145559705   
Buy 13440  BKNWA @ 77.41 #+15145550019  
Buy 25890  BKNWA @ 77.85 #+15145557155  
Buy 23130  BKNWA @ 78.47 #+15145555425  
Sell 16340  BKNWA @ 79.14 #+15145551180 
Sell 15070  BKNWA @ 78.71 #+15145553118 
Sell 12730  BKNWA @ 79.06 #+15145554031 
Sell 15340  BKNWA @ 79.34 #+15145555526 
Buy 11180  BKNWA @ 79.37 #+15145558303  
Sell 11460  BKNWA @ 78.62 #+15145556923 
Buy 12260  BKNWA @ 77.67 #+15145551519  
Buy 9000  BKNWA @ 78.31 #+15145557947   
Sell 7850  BKNWA @ 77.08 #+15145559298  
Buy 10170  BKNWA @ 76.6 #+15145553586   
Sell 11460  BKNWA @ 76.48 #+15145550451 
Buy 7460  BKNWA @ 77.43 #+15145557848   
Sell 7990  BKNWA @ 76.87 #+15145551000  
Buy 12730  BKNWA @ 76.19 #+15145556944  
Buy 4490  BKNWA @ 76.28 #+15145555253   
Buy 8180  BKNWA @ 76.35 #+15145555459   
Sell 11830  BKNWA @ 76.06 #+15145554284 
Sell 11070  BKNWA @ 74.95 #+15145551987 
Buy 9610  BKNWA @ 75.45 #+15145556802   
Buy 7990  BKNWA @ 75.34 #+15145555685   
Sell 13870  BKNWA @ 75.13 #+15145559197 
Sell 15000  BKNWA @ 74.92 #+15145552426 
Buy 15380  BKNWA @ 75.04 #+15145551859  
Buy 18100  BKNWA @ 74.61 #+15145554530  
Buy 15790  BKNWA @ 74.59 #+15145551451  
Buy 6790  BKNWA @ 74.07 #+15145552636   
Buy 10710  BKNWA @ 73.94 #+15145558326  
Sell 13020  BKNWA @ 74.65 #+15145552773 
Buy 9780  BKNWA @ 74.43 #+15145552494   
Sell 16430  BKNWA @ 74.69 #+15145552169 
Sell 15810  BKNWA @ 75.27 #+15145550137 
Buy 11110  BKNWA @ 74.01 #+15145552729  
Sell 9680  BKNWA @ 74.28 #+15145558303  
Sell 9860  BKNWA @ 74.14 #+15145551677  
Buy 19170  BKNWA @ 74.58 #+15145555646  
Sell 8820  BKNWA @ 74.51 #+15145550207  
Sell 9530  BKNWA @ 75.05 #+15145557561  
Sell 12800  BKNWA @ 74.98 #+15145550628 
Buy 11900  BKNWA @ 75.02 #+15145557129  
Buy 15540  BKNWA @ 74.92 #+15145550102  
Buy 20710  BKNWA @ 75.13 #+15145552513  
Buy 11740  BKNWA @ 75.43 #+15145552397  
Buy 11390  BKNWA @ 75.48 #+15145556911  
Buy 18390  BKNWA @ 75.18 #+15145559793  
Buy 21490  BKNWA @ 74.68 #+15145555438  
Sell 11580  BKNWA @ 74.39 #+15145555395 
Buy 8300  BKNWA @ 74.19 #+15145552382   
Sell 27820  BKNWA @ 73.94 #+15145558420 
Buy 23050  BKNWA @ 74.24 #+15145558329  
Buy 16820  BKNWA @ 74.34 #+15145553944  
Sell 13250  BKNWA @ 73.93 #+15145556619 
Sell 18350  BKNWA @ 73.96 #+15145558827 
Buy 17330  BKNWA @ 73.78 #+15145550391  
Sell 18180  BKNWA @ 73.96 #+15145558920 
Buy 23240  BKNWA @ 73.72 #+15145557114  
Buy 19480  BKNWA @ 74.02 #+15145552260  
Sell 14480  BKNWA @ 74.28 #+15145554194 
Buy 10100  BKNWA @ 74.83 #+15145550284  
Sell 10400  BKNWA @ 74.98 #+15145559115 
Sell 10900  BKNWA @ 74.65 #+15145557987 
Buy 10500  BKNWA @ 75.01 #+15145550730  
Buy 11750  BKNWA @ 74.95 #+15145551373  
Sell 26230  BKNWA @ 74.77 #+15145550316 
Buy 31050  BKNWA @ 75.96 #+15145551755  
Buy 11320  BKNWA @ 76.35 #+15145552381  
Buy 11710  BKNWA @ 76.07 #+15145553247  
Sell 11520  BKNWA @ 76.83 #+15145551028 
Sell 6760  BKNWA @ 77.73 #+15145559064  
Buy 16440  BKNWA @ 76.84 #+15145553582  
Sell 16290  BKNWA @ 76.94 #+15145551021 
Sell 11370  BKNWA @ 76.79 #+15145557621 
Sell 10890  BKNWA @ 76.26 #+15145558703 
Buy 10770  BKNWA @ 76.96 #+15145550124  
Buy 13340  BKNWA @ 77.54 #+15145556815  
Sell 13240  BKNWA @ 77.76 #+15145552579 
Sell 10670  BKNWA @ 77.38 #+15145553348 
Buy 24320  BKNWA @ 77.37 #+15145550668  
Sell 9840  BKNWA @ 77.89 #+15145553598  
Buy 17570  BKNWA @ 77.93 #+15145557957  
Sell 16810  BKNWA @ 76.88 #+15145557799 
Sell 14370  BKNWA @ 76.15 #+15145557395 
Buy 12970  BKNWA @ 76.59 #+15145558748  
Buy 10880  BKNWA @ 75.55 #+15145558154  
Buy 14910  BKNWA @ 75.36 #+15145556233  
Buy 7430  BKNWA @ 74.97 #+15145556903   
Sell 6960  BKNWA @ 75.04 #+15145551965  
Sell 11430  BKNWA @ 74.9 #+15145557995  
Buy 11630  BKNWA @ 75.18 #+15145553802  
Sell 11390  BKNWA @ 75 #+15145550064    
Buy 5670  BKNWA @ 75.2 #+15145558770    
Sell 8640  BKNWA @ 74.76 #+15145556347  
Buy 17110  BKNWA @ 74.33 #+15145558221  
Sell 15300  BKNWA @ 74.27 #+15145559512 
Sell 20460  BKNWA @ 74.21 #+15145550516 
Sell 13050  BKNWA @ 74.47 #+15145553940 
Buy 11150  BKNWA @ 74.42 #+15145550497  
Sell 9500  BKNWA @ 75.12 #+15145552658  
Sell 10290  BKNWA @ 75.32 #+15145554710 
Buy 8910  BKNWA @ 75.1 #+15145559015    
Sell 7130  BKNWA @ 75.7 #+15145559397   
Sell 6710  BKNWA @ 76.24 #+15145555417  
Sell 18250  BKNWA @ 76.49 #+15145551582 
Buy 15940  BKNWA @ 75.95 #+15145551400  
Sell 14070  BKNWA @ 75.86 #+15145559847 
Buy 13010  BKNWA @ 75.46 #+15145554321  
Sell 5390  BKNWA @ 75.38 #+15145550091  
Buy 13800  BKNWA @ 75.32 #+15145554164  
Sell 13530  BKNWA @ 75.52 #+15145555995 
Buy 14000  BKNWA @ 75.22 #+15145556781  
Sell 15640  BKNWA @ 75 #+15145559740    
Buy 14060  BKNWA @ 74.93 #+15145550986  
Buy 17780  BKNWA @ 74.65 #+15145556729  
Buy 12430  BKNWA @ 74.37 #+15145555071  
Sell 10690  BKNWA @ 74.2 #+15145559329  
Sell 17660  BKNWA @ 74.36 #+15145551085 
Buy 11390  BKNWA @ 74.56 #+15145551761  
Sell 8850  BKNWA @ 74.86 #+15145551446  
Buy 9290  BKNWA @ 74.92 #+15145550064   
Sell 7000  BKNWA @ 74.89 #+15145557257  
Buy 10250  BKNWA @ 74.99 #+15145553067  
Buy 8650  BKNWA @ 75.37 #+15145558666   
Buy 17060  BKNWA @ 74.85 #+15145559600  
Sell 18980  BKNWA @ 74.2 #+15145559245  
Sell 18770  BKNWA @ 73.66 #+15145556015 
Sell 11150  BKNWA @ 73.94 #+15145557643 
Sell 13790  BKNWA @ 74.08 #+15145552696 
Sell 21460  BKNWA @ 74.31 #+15145553604 
Buy 7390  BKNWA @ 74.31 #+15145556216   
Sell 9150  BKNWA @ 74.37 #+15145556999  
Buy 14020  BKNWA @ 73.95 #+15145558900  
Sell 16770  BKNWA @ 73.2 #+15145558060  
Buy 13720  BKNWA @ 72.94 #+15145551246  
Buy 10960  BKNWA @ 72.53 #+15145558098  
Sell 9740  BKNWA @ 72.43 #+15145558026  
Sell 8480  BKNWA @ 72.15 #+15145556340  
Buy 11510  BKNWA @ 72.42 #+15145550483  
Buy 12840  BKNWA @ 71.58 #+15145559378  
Buy 11630  BKNWA @ 71.79 #+15145555485  
Buy 14230  BKNWA @ 71.89 #+15145552313  
Sell 5850  BKNWA @ 71.19 #+15145555150  
Buy 8660  BKNWA @ 70.22 #+15145551119   
Buy 11120  BKNWA @ 70.28 #+15145554297  
Buy 10280  BKNWA @ 70.79 #+15145558294  
Sell 8620  BKNWA @ 71.19 #+15145555823  
Sell 17700  BKNWA @ 71.38 #+15145550115 
Sell 8190  BKNWA @ 72.07 #+15145558933  
Sell 7630  BKNWA @ 72.7 #+15145552541   
Sell 7810  BKNWA @ 72.54 #+15145557006  
Buy 11240  BKNWA @ 72.19 #+15145558979  
Buy 4170  BKNWA @ 72.39 #+15145550869   
Buy 4330  BKNWA @ 72.3 #+15145552994    
Sell 14260  BKNWA @ 72.08 #+15145558307 
Sell 6880  BKNWA @ 72.42 #+15145556626  
Buy 12860  BKNWA @ 72.17 #+15145554445  
Buy 9690  BKNWA @ 71.98 #+15145556063   
Buy 7280  BKNWA @ 71.63 #+15145554327   
Buy 11070  BKNWA @ 71.3 #+15145559137   
Sell 8900  BKNWA @ 71.51 #+15145554652  
Buy 11130  BKNWA @ 71.37 #+15145555525  
Buy 14750  BKNWA @ 70.99 #+15145557966  
Sell 13400  BKNWA @ 71.26 #+15145551024 
Sell 10160  BKNWA @ 70.75 #+15145557776 
Sell 12690  BKNWA @ 70.95 #+15145557637 
Buy 10140  BKNWA @ 71.17 #+15145559801  
Sell 11870  BKNWA @ 71.38 #+15145557966 
Sell 12530  BKNWA @ 71.71 #+15145551283 
Buy 18600  BKNWA @ 71.88 #+15145558165  
Sell 11430  BKNWA @ 72.65 #+15145554827 
Buy 14830  BKNWA @ 73.19 #+15145552803  
Buy 9720  BKNWA @ 73.87 #+15145553906   
Buy 12990  BKNWA @ 74.15 #+15145550638  
Buy 15680  BKNWA @ 73.75 #+15145558275  
Buy 18920  BKNWA @ 73.52 #+15145555702  
Buy 14640  BKNWA @ 72.75 #+15145558867  
Sell 4540  BKNWA @ 72.73 #+15145550914  
Buy 13550  BKNWA @ 73.09 #+15145557548  
Sell 16390  BKNWA @ 72.36 #+15145558373 
Sell 8620  BKNWA @ 71.74 #+15145556229  
Buy 21190  BKNWA @ 71.24 #+15145558735  
Buy 9350  BKNWA @ 71.38 #+15145554394   
Sell 17040  BKNWA @ 71.77 #+15145554182 
Sell 22470  BKNWA @ 72.14 #+15145558796 
Sell 20120  BKNWA @ 72.38 #+15145555423 
Buy 17000  BKNWA @ 72.36 #+15145550424  
Sell 12720  BKNWA @ 72.19 #+15145550905 
Buy 6540  BKNWA @ 71.35 #+15145554063   
Buy 13210  BKNWA @ 71.05 #+15145559922  
Sell 6460  BKNWA @ 70.51 #+15145550075  
Buy 14070  BKNWA @ 70.54 #+15145558023  
Buy 14150  BKNWA @ 70.3 #+15145551361   
Buy 15320  BKNWA @ 70.27 #+15145550729  
Sell 10860  BKNWA @ 70.05 #+15145554925 
Sell 9220  BKNWA @ 70.37 #+15145550851  
Buy 15270  BKNWA @ 70.23 #+15145554854  
Buy 5020  BKNWA @ 70.84 #+15145554888   
Buy 7030  BKNWA @ 70.14 #+15145550938   
Sell 12520  BKNWA @ 70.25 #+15145551193 
Sell 7870  BKNWA @ 70.96 #+15145555400  
Buy 7610  BKNWA @ 70.98 #+15145554960   
Buy 8690  BKNWA @ 71.34 #+15145556444   
Buy 3580  BKNWA @ 71.58 #+15145551357   
Buy 8550  BKNWA @ 71.97 #+15145555013   
Buy 6030  BKNWA @ 72.28 #+15145550771   
Sell 8110  BKNWA @ 72.04 #+15145555007  
Sell 11640  BKNWA @ 72 #+15145559032    
Buy 11960  BKNWA @ 72.87 #+15145555158  
Buy 17320  BKNWA @ 72.61 #+15145555814  
Sell 10850  BKNWA @ 73.2 #+15145558273  
Sell 12510  BKNWA @ 74.12 #+15145551662 
Sell 6140  BKNWA @ 73.39 #+15145555109  
Sell 13200  BKNWA @ 73.39 #+15145553164 
Sell 11210  BKNWA @ 73.8 #+15145551372  
Sell 14610  BKNWA @ 73.72 #+15145557278 
Sell 11390  BKNWA @ 74.22 #+15145559435 
Sell 12930  BKNWA @ 74.36 #+15145556476 
Buy 9210  BKNWA @ 74.28 #+15145554317   
Sell 13320  BKNWA @ 73.78 #+15145550671 
Sell 14980  BKNWA @ 73.66 #+15145556358 
Sell 14570  BKNWA @ 72.33 #+15145557014 
Sell 18980  BKNWA @ 71.66 #+15145559631 
Sell 13380  BKNWA @ 71.47 #+15145557790 
Buy 10630  BKNWA @ 71.67 #+15145556794  
Sell 13770  BKNWA @ 72.3 #+15145552809  
Buy 7820  BKNWA @ 72.7 #+15145555118    
Buy 12850  BKNWA @ 72.07 #+15145558626  
Sell 11880  BKNWA @ 71.6 #+15145559231  
Buy 8010  BKNWA @ 71.74 #+15145552848   
Sell 17770  BKNWA @ 71.92 #+15145558472 
Buy 15210  BKNWA @ 71.62 #+15145553016  
Sell 10480  BKNWA @ 71.16 #+15145553825 
Buy 17070  BKNWA @ 70.62 #+15145556127  
Buy 10690  BKNWA @ 71.09 #+15145553532  
Buy 16470  BKNWA @ 71.01 #+15145552348  
Buy 11340  BKNWA @ 71.23 #+15145557259  
Sell 14470  BKNWA @ 72.23 #+15145553563 
Buy 9840  BKNWA @ 71.81 #+15145555505   
Buy 9130  BKNWA @ 72.59 #+15145553200   
Buy 19130  BKNWA @ 72.21 #+15145559765  
Sell 21960  BKNWA @ 72.74 #+15145550669 
Sell 23340  BKNWA @ 72.93 #+15145554994 
Buy 29800  BKNWA @ 72.65 #+15145551475  
Sell 19700  BKNWA @ 72.14 #+15145553402 
Buy 25090  BKNWA @ 72.06 #+15145554443  
Sell 28480  BKNWA @ 72.07 #+15145558191 
Buy 24730  BKNWA @ 72.62 #+15145556415  
Buy 14830  BKNWA @ 72.75 #+15145559649  
Sell 18360  BKNWA @ 73.3 #+15145559596  
Sell 14820  BKNWA @ 73.25 #+15145556775 
Buy 24740  BKNWA @ 72.99 #+15145551310  
Sell 10810  BKNWA @ 72.94 #+15145550412 
Buy 6000  BKNWA @ 72 #+15145551757      
Buy 14460  BKNWA @ 71.91 #+15145550632  
Sell 12810  BKNWA @ 72.83 #+15145552026 
Buy 7890  BKNWA @ 72.76 #+15145559502   
Buy 12950  BKNWA @ 72.45 #+15145557995  
Sell 15950  BKNWA @ 71.92 #+15145552147 
Buy 15070  BKNWA @ 72.26 #+15145559361  
Buy 14940  BKNWA @ 71.88 #+15145552163  
Sell 9320  BKNWA @ 71.63 #+15145559132  
Sell 16010  BKNWA @ 72.19 #+15145552479 
Sell 12250  BKNWA @ 72.64 #+15145555684 
Sell 12690  BKNWA @ 72.9 #+15145555361  
Buy 16390  BKNWA @ 73.65 #+15145556819  
Sell 21070  BKNWA @ 73.52 #+15145558986 
Sell 12100  BKNWA @ 72.75 #+15145559259 
Buy 19870  BKNWA @ 71.62 #+15145554259  
Buy 23650  BKNWA @ 71.75 #+15145558748  
Buy 22590  BKNWA @ 70.96 #+15145557790  
Sell 14950  BKNWA @ 70.55 #+15145550874 
Buy 17670  BKNWA @ 69.78 #+15145551251  
Sell 24580  BKNWA @ 68.87 #+15145558679 
Sell 35590  BKNWA @ 69.2 #+15145557413  
Sell 18080  BKNWA @ 69.34 #+15145550127 
Buy 27090  BKNWA @ 69.78 #+15145555292  
Sell 34590  BKNWA @ 69.27 #+15145554587 
Sell 21780  BKNWA @ 69.02 #+15145557259 
Buy 17070  BKNWA @ 69.13 #+15145559396  
Sell 15040  BKNWA @ 69.58 #+15145551793 
Buy 21210  BKNWA @ 69.67 #+15145559023  
Sell 23100  BKNWA @ 70.12 #+15145555158 
Sell 28050  BKNWA @ 70.26 #+15145552353 
Sell 21700  BKNWA @ 69.56 #+15145552700 
Buy 29730  BKNWA @ 69.47 #+15145555126  
Buy 16300  BKNWA @ 68.95 #+15145553872  
Sell 18290  BKNWA @ 69.22 #+15145552752 
Sell 18060  BKNWA @ 69.09 #+15145550734 
Buy 18780  BKNWA @ 68.53 #+15145554411  
Sell 41070  BKNWA @ 68.65 #+15145559556 
Sell 19940  BKNWA @ 68.41 #+15145555003 
Sell 15050  BKNWA @ 69.18 #+15145557512 
Buy 34590  BKNWA @ 69.8 #+15145552980   
Buy 40120  BKNWA @ 69.53 #+15145558691  
Sell 23290  BKNWA @ 70.04 #+15145555594 
Sell 28310  BKNWA @ 70.42 #+15145556722 
Sell 42190  BKNWA @ 70.82 #+15145551395 
Sell 34200  BKNWA @ 70.98 #+15145557062 
Sell 27660  BKNWA @ 71.3 #+15145552760  
Sell 26440  BKNWA @ 70.56 #+15145551205 
Buy 12640  BKNWA @ 70.1 #+15145551270   
Buy 17770  BKNWA @ 69.61 #+15145557227  
Sell 19050  BKNWA @ 69.71 #+15145555565 
Buy 18550  BKNWA @ 69.82 #+15145558480  
Buy 13690  BKNWA @ 69.69 #+15145553527  
Sell 19250  BKNWA @ 69.64 #+15145557753 
Sell 23610  BKNWA @ 69.79 #+15145557860 
Sell 19650  BKNWA @ 70.47 #+15145557305 
Sell 7720  BKNWA @ 70.07 #+15145556531  
Buy 25800  BKNWA @ 69.82 #+15145556066  
Sell 14640  BKNWA @ 69.4 #+15145558795  
Sell 23620  BKNWA @ 69.22 #+15145554088 
Buy 36920  BKNWA @ 68.86 #+15145555614  
Sell 24480  BKNWA @ 68.95 #+15145554911 
Sell 17280  BKNWA @ 69.11 #+15145552567 
Sell 32270  BKNWA @ 69.05 #+15145555403 
Buy 27810  BKNWA @ 68.81 #+15145551168  
Buy 28980  BKNWA @ 68.14 #+15145556250  
Buy 33220  BKNWA @ 68.51 #+15145556697  
Buy 29310  BKNWA @ 69.2 #+15145558333   
Sell 10170  BKNWA @ 68.92 #+15145554775 
Buy 18150  BKNWA @ 68.94 #+15145558261  
Sell 22820  BKNWA @ 69.92 #+15145553199 
Sell 19920  BKNWA @ 69.78 #+15145555311 
Buy 16320  BKNWA @ 69.68 #+15145552191  
Sell 10170  BKNWA @ 69.96 #+15145554193 
Buy 18380  BKNWA @ 69.29 #+15145559969  
Buy 20460  BKNWA @ 69.11 #+15145558230  
Buy 26490  BKNWA @ 68.76 #+15145553331  
Buy 13920  BKNWA @ 69.61 #+15145553669  
Sell 25510  BKNWA @ 69.52 #+15145552565 
Buy 26200  BKNWA @ 70.02 #+15145552620  
Sell 21960  BKNWA @ 70.02 #+15145559205 
Sell 18030  BKNWA @ 69.97 #+15145559907 
Buy 10190  BKNWA @ 70 #+15145555588     
Buy 26140  BKNWA @ 69.68 #+15145555065  
Sell 35450  BKNWA @ 69.51 #+15145555540 
Buy 9160  BKNWA @ 70.31 #+15145556876   
Buy 21540  BKNWA @ 69.93 #+15145555251  
Buy 34700  BKNWA @ 69.96 #+15145552818  
Sell 33620  BKNWA @ 69.4 #+15145551501  
Sell 19770  BKNWA @ 69.31 #+15145555434 
Buy 18620  BKNWA @ 69.68 #+15145550787  
Sell 11230  BKNWA @ 70.32 #+15145557215 
Sell 12780  BKNWA @ 70.23 #+15145554551 
Sell 33210  BKNWA @ 70.06 #+15145556328 
Sell 24080  BKNWA @ 70.45 #+15145558494 
Sell 11450  BKNWA @ 70.27 #+15145556070 
Buy 17150  BKNWA @ 70.53 #+15145557274  
Sell 16790  BKNWA @ 69.74 #+15145554249 
Sell 17610  BKNWA @ 70.25 #+15145552468 
Sell 18670  BKNWA @ 70.37 #+15145552254 
Sell 69950  BKNWA @ 69.63 #+15145550016 
Buy 10650  BKNWA @ 69.53 #+15145558408  
Sell 16490  BKNWA @ 69.2 #+15145553776  
Buy 13030  BKNWA @ 68.97 #+15145559421  
Sell 30910  BKNWA @ 68.74 #+15145557123 
Buy 33350  BKNWA @ 68.18 #+15145550914  
Buy 18610  BKNWA @ 67.83 #+15145551821  
Buy 19190  BKNWA @ 67.73 #+15145555062  
Sell 21320  BKNWA @ 67.74 #+15145554666 
Sell 10190  BKNWA @ 67.65 #+15145555356 
Sell 17910  BKNWA @ 68.75 #+15145554317 
Buy 6900  BKNWA @ 68.81 #+15145555598   
Buy 30580  BKNWA @ 68.37 #+15145553592  
Sell 29080  BKNWA @ 68.27 #+15145550050 
Buy 17530  BKNWA @ 68.6 #+15145550282   
Buy 24950  BKNWA @ 68.56 #+15145550375  
Buy 21530  BKNWA @ 68.93 #+15145558654  
Sell 36440  BKNWA @ 69.2 #+15145556062  
Sell 42140  BKNWA @ 69.97 #+15145556369 
Sell 33230  BKNWA @ 69.7 #+15145559235  
Sell 21960  BKNWA @ 69.36 #+15145559643 
Sell 16460  BKNWA @ 69.5 #+15145559840  
Sell 26520  BKNWA @ 70.65 #+15145552589 
Sell 31040  BKNWA @ 71.88 #+15145552714 
Sell 16190  BKNWA @ 71.72 #+15145556530 
Sell 37240  BKNWA @ 71.52 #+15145558790 
Buy 43830  BKNWA @ 70.95 #+15145559616  
Buy 30220  BKNWA @ 71.21 #+15145558913  
Sell 38690  BKNWA @ 71.67 #+15145552970 
Sell 42020  BKNWA @ 71.63 #+15145551992 
Sell 42860  BKNWA @ 71.71 #+15145551413 
Sell 46100  BKNWA @ 71.55 #+15145559440 
Buy 35540  BKNWA @ 71.13 #+15145555675  
Sell 26170  BKNWA @ 70.44 #+15145555522 
Buy 49990  BKNWA @ 71.2 #+15145554568   
Sell 70130  BKNWA @ 71.55 #+15145559526 
Buy 68050  BKNWA @ 71.23 #+15145559678  
Buy 53690  BKNWA @ 71.55 #+15145557754  
Buy 42290  BKNWA @ 71.55 #+15145554613  
Buy 20400  BKNWA @ 71.29 #+15145552014  
Sell 21100  BKNWA @ 71.68 #+15145552712 
Buy 16430  BKNWA @ 71.1 #+15145556207   
Buy 32170  BKNWA @ 71.45 #+15145553688  
Buy 35600  BKNWA @ 71.57 #+15145556898  
Buy 26790  BKNWA @ 71.52 #+15145558427  
Sell 27670  BKNWA @ 71.97 #+15145559878 
Sell 45540  BKNWA @ 71.88 #+15145554963 
Buy 46000  BKNWA @ 72.08 #+15145555617  
