Sell 5250  BOOMY @ 98.82 #+15145555318  
Buy 17990  BOOMY @ 24 #+15145551110     
Buy 19940  BOOMY @ 23.98 #+15145556727  
Sell 19160  BOOMY @ 24.09 #+15145554721 
Buy 32550  BOOMY @ 24.16 #+15145553035  
Buy 37440  BOOMY @ 24.24 #+15145554756  
Buy 15000  BOOMY @ 24.31 #+15145551083  
Sell 15310  BOOMY @ 24.59 #+15145555462 
Buy 24320  BOOMY @ 24.61 #+15145551993  
Sell 12070  BOOMY @ 24.56 #+15145558583 
Sell 8910  BOOMY @ 24.7 #+15145551144   
Sell 12180  BOOMY @ 24.6 #+15145556491  
Sell 25680  BOOMY @ 24.75 #+15145551432 
Sell 34280  BOOMY @ 24.44 #+15145552109 
Sell 17380  BOOMY @ 24.63 #+15145559334 
Buy 17010  BOOMY @ 24.74 #+15145559932  
Buy 27480  BOOMY @ 24.79 #+15145559120  
Sell 36570  BOOMY @ 24.83 #+15145551622 
Buy 42490  BOOMY @ 24.73 #+15145554772  
Buy 39040  BOOMY @ 24.76 #+15145558046  
Buy 22540  BOOMY @ 24.76 #+15145552514  
Sell 21100  BOOMY @ 24.58 #+15145551771 
Sell 25300  BOOMY @ 24.43 #+15145554153 
Sell 26630  BOOMY @ 24.26 #+15145558780 
Sell 22810  BOOMY @ 24.23 #+15145557002 
Sell 37520  BOOMY @ 24.2 #+15145559433  
Sell 46380  BOOMY @ 24.15 #+15145555564 
Buy 35780  BOOMY @ 24.27 #+15145556494  
Sell 32700  BOOMY @ 24.16 #+15145551295 
Sell 45940  BOOMY @ 24.16 #+15145559149 
Sell 41260  BOOMY @ 24.23 #+15145550714 
Sell 45310  BOOMY @ 24.41 #+15145551419 
Sell 32310  BOOMY @ 24.24 #+15145557090 
Buy 31020  BOOMY @ 24.46 #+15145556605  
Sell 57220  BOOMY @ 24.51 #+15145555853 
Buy 72460  BOOMY @ 24.6 #+15145558209   
Sell 70460  BOOMY @ 24.72 #+15145550128 
Buy 49780  BOOMY @ 25 #+15145554781     
Sell 37380  BOOMY @ 24.92 #+15145556940 
Buy 18700  BOOMY @ 24.81 #+15145550867  
Sell 19680  BOOMY @ 25.1 #+15145559205  
Buy 15920  BOOMY @ 24.95 #+15145557295  
Sell 32120  BOOMY @ 24.91 #+15145555993 
Sell 31650  BOOMY @ 24.76 #+15145552187 
Buy 27360  BOOMY @ 24.94 #+15145550363  
Sell 24840  BOOMY @ 24.89 #+15145557318 
Buy 50230  BOOMY @ 25.27 #+15145550056  
Sell 48370  BOOMY @ 25.38 #+15145554027 
Buy 52680  BOOMY @ 25.49 #+15145553306  
Buy 46880  BOOMY @ 25.42 #+15145552181  
Buy 45230  BOOMY @ 25.61 #+15145556241  
Sell 35630  BOOMY @ 25.38 #+15145557331 
Sell 10540  BOOMY @ 25.23 #+15145552965 
Sell 11080  BOOMY @ 25.46 #+15145550630 
Buy 11430  BOOMY @ 25.13 #+15145557386  
Sell 10580  BOOMY @ 24.98 #+15145557539 
Buy 18140  BOOMY @ 24.93 #+15145554124  
Buy 17760  BOOMY @ 24.99 #+15145558771  
Sell 32470  BOOMY @ 25.23 #+15145556741 
Sell 28050  BOOMY @ 25.31 #+15145554538 
Buy 22880  BOOMY @ 25.53 #+15145553985  
Sell 22240  BOOMY @ 25.58 #+15145554655 
Sell 11170  BOOMY @ 25.78 #+15145554650 
Buy 17500  BOOMY @ 25.89 #+15145554190  
Sell 12810  BOOMY @ 25.96 #+15145557804 
Buy 14770  BOOMY @ 25.96 #+15145552147  
Buy 30680  BOOMY @ 25.72 #+15145551495  
Buy 62860  BOOMY @ 25.97 #+15145558579  
Buy 26310  BOOMY @ 25.94 #+15145553989  
Buy 21630  BOOMY @ 25.6 #+15145555213   
Buy 15520  BOOMY @ 25.61 #+15145551300  
Sell 7390  BOOMY @ 25.68 #+15145552788  
Buy 6500  BOOMY @ 25.77 #+15145556463   
Sell 5470  BOOMY @ 25.52 #+15145555285  
Sell 4340  BOOMY @ 25.66 #+15145559237  
Buy 6930  BOOMY @ 25.62 #+15145557143   
Buy 7130  BOOMY @ 25.54 #+15145558530   
Buy 11730  BOOMY @ 25.57 #+15145558132  
Buy 7810  BOOMY @ 25.45 #+15145557597   
Sell 7750  BOOMY @ 25.45 #+15145554116  
Buy 9310  BOOMY @ 25.36 #+15145555820   
Sell 8600  BOOMY @ 25.49 #+15145559586  
Buy 2230  BOOMY @ 25.63 #+15145559131   
Buy 12930  BOOMY @ 25.51 #+15145554469  
Buy 14060  BOOMY @ 25.53 #+15145551796  
Sell 8360  BOOMY @ 25.61 #+15145555215  
Buy 13730  BOOMY @ 25.34 #+15145551852  
Buy 13600  BOOMY @ 25.16 #+15145554422  
Sell 7980  BOOMY @ 25.35 #+15145559088  
Sell 2640  BOOMY @ 25.34 #+15145551174  
Buy 12090  BOOMY @ 25.32 #+15145558177  
Sell 9310  BOOMY @ 25.32 #+15145550387  
Buy 3820  BOOMY @ 25.34 #+15145551225   
Buy 3260  BOOMY @ 25.31 #+15145555492   
Sell 5090  BOOMY @ 25.23 #+15145555813  
Buy 10620  BOOMY @ 25.15 #+15145559034  
Sell 5490  BOOMY @ 25.18 #+15145558714  
Buy 9340  BOOMY @ 25.05 #+15145555472   
Buy 3670  BOOMY @ 24.89 #+15145556145   
Buy 10580  BOOMY @ 24.86 #+15145552696  
Buy 11070  BOOMY @ 25.02 #+15145551329  
Buy 4070  BOOMY @ 25.14 #+15145553575   
Sell 12340  BOOMY @ 25 #+15145550232    
Sell 5120  BOOMY @ 25.25 #+15145559803  
Buy 6150  BOOMY @ 25.36 #+15145559901   
Buy 8820  BOOMY @ 25.41 #+15145558802   
Sell 7800  BOOMY @ 25.49 #+15145556661  
Sell 3890  BOOMY @ 25.77 #+15145554836  
Buy 11570  BOOMY @ 25.71 #+15145557670  
Buy 4850  BOOMY @ 25.67 #+15145559878   
Sell 12060  BOOMY @ 26.1 #+15145554682  
Sell 11450  BOOMY @ 25.76 #+15145553435 
Buy 11590  BOOMY @ 26.06 #+15145557025  
Sell 7390  BOOMY @ 26.06 #+15145552817  
Buy 13500  BOOMY @ 26.21 #+15145556837  
Buy 9990  BOOMY @ 25.98 #+15145556522   
Buy 5340  BOOMY @ 26.06 #+15145556026   
Buy 3880  BOOMY @ 25.62 #+15145557163   
Buy 7970  BOOMY @ 25.5 #+15145555897    
Buy 5820  BOOMY @ 25.52 #+15145558973   
Sell 12280  BOOMY @ 25.58 #+15145558977 
Sell 11920  BOOMY @ 25.64 #+15145558383 
Buy 8040  BOOMY @ 25.63 #+15145550659   
Sell 7920  BOOMY @ 25.69 #+15145555331  
Buy 9400  BOOMY @ 25.54 #+15145554698   
Sell 8450  BOOMY @ 25.75 #+15145552344  
Buy 12680  BOOMY @ 25.96 #+15145555745  
Buy 8310  BOOMY @ 26 #+15145553833      
Buy 12150  BOOMY @ 25.94 #+15145552942  
Buy 14300  BOOMY @ 25.72 #+15145557558  
Sell 11280  BOOMY @ 25.58 #+15145559210 
Sell 13580  BOOMY @ 25.59 #+15145554082 
Buy 9460  BOOMY @ 25.64 #+15145557799   
Buy 7680  BOOMY @ 25.67 #+15145550760   
Sell 7380  BOOMY @ 25.86 #+15145550199  
Sell 12830  BOOMY @ 26.02 #+15145559515 
Sell 11280  BOOMY @ 26.11 #+15145551744 
Buy 8550  BOOMY @ 25.96 #+15145559389   
Buy 8250  BOOMY @ 25.85 #+15145558134   
Buy 7520  BOOMY @ 25.83 #+15145555598   
Sell 10840  BOOMY @ 26.17 #+15145555920 
Sell 9240  BOOMY @ 26.05 #+15145552524  
Sell 13190  BOOMY @ 26.02 #+15145554104 
Buy 11480  BOOMY @ 25.98 #+15145553320  
Buy 10430  BOOMY @ 26.05 #+15145558076  
Sell 9820  BOOMY @ 26.16 #+15145552396  
Sell 11570  BOOMY @ 25.87 #+15145559575 
Sell 6630  BOOMY @ 25.62 #+15145555448  
Buy 8690  BOOMY @ 25.24 #+15145550294   
Buy 8130  BOOMY @ 25.11 #+15145557493   
Buy 8370  BOOMY @ 24.94 #+15145559847   
Sell 11400  BOOMY @ 25.09 #+15145555340 
Sell 5490  BOOMY @ 24.96 #+15145555065  
Sell 13230  BOOMY @ 24.69 #+15145552515 
Sell 11780  BOOMY @ 24.68 #+15145559303 
Buy 3940  BOOMY @ 24.5 #+15145558705    
Sell 5590  BOOMY @ 24.61 #+15145557065  
Sell 7230  BOOMY @ 24.74 #+15145559135  
Buy 4850  BOOMY @ 24.7 #+15145557383    
Buy 6510  BOOMY @ 24.76 #+15145554952   
Sell 11420  BOOMY @ 24.83 #+15145551638 
Buy 9450  BOOMY @ 24.75 #+15145551926   
Buy 9510  BOOMY @ 24.59 #+15145552802   
Buy 10930  BOOMY @ 24.54 #+15145550019  
Buy 3330  BOOMY @ 24.14 #+15145554288   
Sell 6000  BOOMY @ 23.77 #+15145556495  
Buy 6970  BOOMY @ 23.79 #+15145555814   
Buy 8860  BOOMY @ 23.77 #+15145554713   
Sell 11360  BOOMY @ 23.67 #+15145559277 
Buy 10210  BOOMY @ 23.73 #+15145557524  
Sell 12530  BOOMY @ 23.86 #+15145552593 
Buy 15000  BOOMY @ 24 #+15145555284     
Buy 20030  BOOMY @ 24.21 #+15145551655  
Sell 16980  BOOMY @ 24.06 #+15145558177 
Buy 17170  BOOMY @ 24.31 #+15145559473  
Sell 8490  BOOMY @ 24.39 #+15145555204  
Buy 7780  BOOMY @ 24.62 #+15145553252   
Buy 9620  BOOMY @ 24.63 #+15145552508   
Buy 13390  BOOMY @ 24.64 #+15145555402  
Buy 6460  BOOMY @ 24.7 #+15145559284    
Buy 12680  BOOMY @ 24.59 #+15145554155  
Sell 13610  BOOMY @ 24.48 #+15145558393 
Sell 5280  BOOMY @ 24.79 #+15145557230  
Buy 13450  BOOMY @ 25 #+15145552211     
Sell 12250  BOOMY @ 25.21 #+15145551070 
Buy 14680  BOOMY @ 24.83 #+15145558492  
Sell 3570  BOOMY @ 24.83 #+15145559456  
Sell 6190  BOOMY @ 25.04 #+15145551101  
Sell 19750  BOOMY @ 25.1 #+15145550974  
Buy 13220  BOOMY @ 24.95 #+15145556234  
Buy 8700  BOOMY @ 25.38 #+15145552250   
Sell 6510  BOOMY @ 25.63 #+15145553064  
Sell 10210  BOOMY @ 25.58 #+15145558563 
Buy 6220  BOOMY @ 25.46 #+15145559164   
Sell 6330  BOOMY @ 25.7 #+15145551483   
Sell 10790  BOOMY @ 25.47 #+15145557897 
Sell 12860  BOOMY @ 25.51 #+15145557245 
Sell 11000  BOOMY @ 25.35 #+15145550866 
Buy 12770  BOOMY @ 25.27 #+15145559561  
Buy 17030  BOOMY @ 25.36 #+15145552580  
Sell 16200  BOOMY @ 25.58 #+15145554291 
Sell 10720  BOOMY @ 25.68 #+15145559083 
Sell 11690  BOOMY @ 25.51 #+15145552591 
Sell 7930  BOOMY @ 25.46 #+15145552911  
Buy 11990  BOOMY @ 25.55 #+15145550201  
Sell 10260  BOOMY @ 25.72 #+15145558439 
Buy 6610  BOOMY @ 25.73 #+15145557976   
Sell 11340  BOOMY @ 25.71 #+15145552534 
Sell 7880  BOOMY @ 25.82 #+15145551180  
Sell 5780  BOOMY @ 25.75 #+15145550626  
Buy 8930  BOOMY @ 25.83 #+15145558739   
Buy 6990  BOOMY @ 25.64 #+15145559498   
Buy 6490  BOOMY @ 25.34 #+15145556999   
Sell 9870  BOOMY @ 25.12 #+15145557413  
Sell 7670  BOOMY @ 25.35 #+15145557284  
Sell 17910  BOOMY @ 25.58 #+15145550526 
Buy 12510  BOOMY @ 25.19 #+15145556097  
Sell 14160  BOOMY @ 25.31 #+15145550279 
Sell 9640  BOOMY @ 25.22 #+15145556625  
Buy 4690  BOOMY @ 25.13 #+15145558879   
Sell 15170  BOOMY @ 25.13 #+15145553699 
Sell 8130  BOOMY @ 25.01 #+15145552496  
Sell 7780  BOOMY @ 25.06 #+15145552398  
Buy 6080  BOOMY @ 25.03 #+15145551141   
Sell 4640  BOOMY @ 25 #+15145551297     
Sell 7570  BOOMY @ 24.9 #+15145550731   
Sell 6350  BOOMY @ 24.49 #+15145552929  
Sell 6610  BOOMY @ 24.76 #+15145553461  
Buy 5370  BOOMY @ 24.57 #+15145556501   
Sell 11300  BOOMY @ 24.69 #+15145555021 
Sell 6860  BOOMY @ 24.7 #+15145558860   
Buy 3310  BOOMY @ 24.53 #+15145550646   
Sell 10570  BOOMY @ 24.39 #+15145554003 
Sell 16060  BOOMY @ 24.38 #+15145556214 
Buy 12610  BOOMY @ 24.53 #+15145558651  
Sell 4660  BOOMY @ 24.43 #+15145558037  
Sell 3350  BOOMY @ 24.3 #+15145554785   
Sell 9230  BOOMY @ 24.16 #+15145551750  
Buy 11710  BOOMY @ 24.37 #+15145554980  
Sell 10790  BOOMY @ 24.65 #+15145555052 
Sell 12250  BOOMY @ 24.5 #+15145555735  
Sell 12710  BOOMY @ 24.29 #+15145555088 
Buy 15100  BOOMY @ 24.48 #+15145555663  
Buy 7400  BOOMY @ 24.47 #+15145554519   
Sell 7930  BOOMY @ 24.31 #+15145552817  
Buy 5090  BOOMY @ 24.16 #+15145551192   
Sell 10780  BOOMY @ 24.28 #+15145559350 
Buy 13420  BOOMY @ 24.28 #+15145553609  
Sell 14200  BOOMY @ 24.06 #+15145554524 
Buy 13340  BOOMY @ 23.84 #+15145556462  
Buy 18250  BOOMY @ 23.85 #+15145554642  
Sell 12030  BOOMY @ 23.86 #+15145553274 
Buy 16860  BOOMY @ 24.06 #+15145554077  
Sell 7820  BOOMY @ 24.09 #+15145554576  
Sell 11490  BOOMY @ 24.09 #+15145550022 
Sell 5510  BOOMY @ 23.97 #+15145555258  
Buy 12750  BOOMY @ 23.8 #+15145550009   
Sell 11910  BOOMY @ 24.19 #+15145551570 
Buy 3800  BOOMY @ 24.49 #+15145553819   
Buy 13340  BOOMY @ 24.69 #+15145552957  
Sell 7930  BOOMY @ 24.45 #+15145551173  
Buy 8930  BOOMY @ 24.72 #+15145553708   
Sell 5220  BOOMY @ 25.05 #+15145556847  
Buy 3840  BOOMY @ 25.09 #+15145558331   
Buy 4010  BOOMY @ 24.86 #+15145558034   
Sell 9630  BOOMY @ 24.47 #+15145554711  
Buy 4010  BOOMY @ 24.5 #+15145550282    
Buy 11470  BOOMY @ 24.55 #+15145557982  
Buy 5200  BOOMY @ 24.68 #+15145556387   
Buy 6650  BOOMY @ 24.63 #+15145555368   
Sell 14020  BOOMY @ 24.78 #+15145551012 
Buy 6080  BOOMY @ 24.93 #+15145558412   
Buy 11130  BOOMY @ 25.06 #+15145553566  
Sell 14130  BOOMY @ 24.9 #+15145551238  
Buy 5730  BOOMY @ 24.85 #+15145557703   
Buy 10080  BOOMY @ 24.96 #+15145555362  
Sell 10590  BOOMY @ 25.28 #+15145553057 
Sell 5600  BOOMY @ 25.15 #+15145551752  
Buy 9660  BOOMY @ 25.2 #+15145559262    
Sell 12010  BOOMY @ 25.22 #+15145557770 
Sell 21220  BOOMY @ 25.37 #+15145550360 
Sell 12850  BOOMY @ 25.05 #+15145557227 
Buy 13860  BOOMY @ 25.04 #+15145554847  
Sell 14490  BOOMY @ 24.7 #+15145552959  
Sell 14860  BOOMY @ 25.03 #+15145553278 
Sell 11620  BOOMY @ 24.81 #+15145553378 
Sell 12190  BOOMY @ 24.71 #+15145558544 
Sell 10900  BOOMY @ 24.77 #+15145550931 
Buy 19910  BOOMY @ 24.68 #+15145558369  
Sell 12400  BOOMY @ 24.57 #+15145557713 
Sell 10100  BOOMY @ 24.38 #+15145550260 
Buy 9960  BOOMY @ 24.59 #+15145553441   
Sell 13530  BOOMY @ 24.81 #+15145550590 
Buy 12870  BOOMY @ 24.88 #+15145552640  
Sell 8080  BOOMY @ 24.81 #+15145555659  
Buy 11460  BOOMY @ 24.68 #+15145555962  
Sell 9470  BOOMY @ 24.69 #+15145559602  
Sell 12690  BOOMY @ 24.68 #+15145558827 
Sell 12800  BOOMY @ 24.64 #+15145556544 
Sell 16080  BOOMY @ 24.6 #+15145551319  
Sell 7600  BOOMY @ 24.44 #+15145554657  
Sell 7060  BOOMY @ 24.48 #+15145555591  
Sell 5470  BOOMY @ 24.1 #+15145552579   
Sell 11130  BOOMY @ 24.11 #+15145553270 
Buy 12000  BOOMY @ 23.88 #+15145558446  
Buy 12350  BOOMY @ 24.03 #+15145559546  
Buy 6380  BOOMY @ 23.78 #+15145554774   
Sell 4480  BOOMY @ 24.02 #+15145557065  
Sell 6720  BOOMY @ 24.15 #+15145554104  
Buy 6560  BOOMY @ 24.27 #+15145559939   
Sell 11710  BOOMY @ 24.38 #+15145556898 
Sell 9450  BOOMY @ 24.65 #+15145554261  
Sell 12110  BOOMY @ 24.35 #+15145558599 
Buy 6990  BOOMY @ 24.37 #+15145558373   
Sell 4710  BOOMY @ 24.58 #+15145551364  
Buy 3060  BOOMY @ 24.41 #+15145550598   
Buy 12220  BOOMY @ 24.37 #+15145558889  
Buy 16070  BOOMY @ 24.52 #+15145557141  
Sell 11370  BOOMY @ 24.27 #+15145550356 
Sell 11020  BOOMY @ 24.46 #+15145551568 
Buy 12360  BOOMY @ 24.83 #+15145553825  
Buy 6320  BOOMY @ 24.6 #+15145550026    
Buy 8110  BOOMY @ 24.67 #+15145555033   
Buy 7610  BOOMY @ 24.54 #+15145552267   
Buy 7890  BOOMY @ 24.74 #+15145558233   
Sell 6960  BOOMY @ 24.8 #+15145553160   
Buy 9430  BOOMY @ 24.3 #+15145552761    
Sell 11600  BOOMY @ 24.32 #+15145553058 
Buy 12410  BOOMY @ 24.01 #+15145557390  
Buy 7170  BOOMY @ 24.2 #+15145559110    
Sell 14370  BOOMY @ 24.1 #+15145551427  
Buy 11930  BOOMY @ 24.01 #+15145558934  
Sell 13840  BOOMY @ 23.99 #+15145551877 
Sell 6620  BOOMY @ 23.81 #+15145551271  
Sell 10240  BOOMY @ 23.41 #+15145555013 
Buy 17930  BOOMY @ 23.36 #+15145558091  
Buy 22890  BOOMY @ 23.29 #+15145558347  
Sell 14470  BOOMY @ 23.19 #+15145556710 
Sell 18900  BOOMY @ 23.41 #+15145552935 
Sell 24400  BOOMY @ 23.45 #+15145551218 
Sell 21200  BOOMY @ 23.58 #+15145552637 
Sell 18100  BOOMY @ 23.46 #+15145555984 
Buy 16460  BOOMY @ 23.47 #+15145553258  
Buy 11760  BOOMY @ 23.41 #+15145559984  
Buy 14450  BOOMY @ 23.55 #+15145551955  
Buy 8480  BOOMY @ 23.69 #+15145554766   
Buy 9820  BOOMY @ 23.76 #+15145559594   
Sell 8360  BOOMY @ 23.81 #+15145555165  
Sell 17830  BOOMY @ 23.53 #+15145557999 
Sell 20820  BOOMY @ 23.44 #+15145557183 
Sell 22530  BOOMY @ 23.24 #+15145552628 
Sell 20930  BOOMY @ 23.21 #+15145552088 
Buy 11890  BOOMY @ 23.31 #+15145555644  
Buy 5340  BOOMY @ 23.3 #+15145559515    
Buy 5050  BOOMY @ 23.17 #+15145555611   
Sell 6910  BOOMY @ 23.13 #+15145555208  
Sell 4890  BOOMY @ 23.06 #+15145550440  
Sell 4860  BOOMY @ 23.27 #+15145552741  
Buy 16070  BOOMY @ 23.1 #+15145553093   
Sell 9010  BOOMY @ 23.24 #+15145550016  
Buy 4100  BOOMY @ 23.16 #+15145556498   
Buy 10030  BOOMY @ 23.21 #+15145557478  
Buy 4450  BOOMY @ 23.08 #+15145557629   
Buy 6580  BOOMY @ 23.29 #+15145557430   
Sell 11340  BOOMY @ 23.38 #+15145552226 
Buy 9160  BOOMY @ 23.51 #+15145552413   
Sell 5110  BOOMY @ 23.46 #+15145551503  
Sell 5920  BOOMY @ 23.39 #+15145555744  
Sell 15330  BOOMY @ 23.19 #+15145559834 
Sell 14790  BOOMY @ 23.18 #+15145552716 
Sell 15270  BOOMY @ 23.06 #+15145558709 
Buy 14840  BOOMY @ 22.95 #+15145557074  
Buy 17240  BOOMY @ 22.95 #+15145551406  
Buy 10570  BOOMY @ 23.03 #+15145557257  
Buy 12890  BOOMY @ 22.91 #+15145552895  
Sell 11320  BOOMY @ 22.96 #+15145559938 
Buy 15930  BOOMY @ 22.66 #+15145557711  
Sell 12040  BOOMY @ 22.82 #+15145554085 
Sell 6790  BOOMY @ 22.64 #+15145553535  
Buy 6680  BOOMY @ 22.67 #+15145554317   
Sell 12890  BOOMY @ 22.65 #+15145550306 
Sell 15840  BOOMY @ 22.58 #+15145554403 
Sell 15200  BOOMY @ 22.62 #+15145554182 
Sell 12440  BOOMY @ 22.85 #+15145552072 
Buy 12190  BOOMY @ 22.65 #+15145554452  
Buy 8650  BOOMY @ 22.37 #+15145552414   
Buy 18090  BOOMY @ 22.28 #+15145551954  
Buy 6360  BOOMY @ 22.32 #+15145551914   
Sell 15650  BOOMY @ 22.3 #+15145551454  
Sell 11350  BOOMY @ 22.06 #+15145554375 
Sell 12180  BOOMY @ 22 #+15145558368    
Buy 21100  BOOMY @ 22.09 #+15145553094  
Buy 22130  BOOMY @ 22 #+15145551050     
Buy 16800  BOOMY @ 22.1 #+15145558632   
Buy 6440  BOOMY @ 21.85 #+15145558329   
Buy 15900  BOOMY @ 21.62 #+15145554801  
Buy 24800  BOOMY @ 21.37 #+15145550476  
Buy 11530  BOOMY @ 21.41 #+15145559131  
Sell 10210  BOOMY @ 21.47 #+15145554389 
Buy 25240  BOOMY @ 21.53 #+15145555960  
Sell 13740  BOOMY @ 21.57 #+15145551680 
Buy 23640  BOOMY @ 21.75 #+15145559763  
Buy 17540  BOOMY @ 21.62 #+15145554027  
Sell 16460  BOOMY @ 21.64 #+15145552991 
Sell 16560  BOOMY @ 21.76 #+15145558308 
Buy 9300  BOOMY @ 21.9 #+15145551335    
Sell 27540  BOOMY @ 21.83 #+15145551927 
Buy 12900  BOOMY @ 21.75 #+15145551408  
Buy 19100  BOOMY @ 21.8 #+15145558977   
Buy 12760  BOOMY @ 21.68 #+15145553046  
Sell 10980  BOOMY @ 21.44 #+15145550438 
Sell 16350  BOOMY @ 21.32 #+15145558500 
Sell 15680  BOOMY @ 21.04 #+15145550348 
Sell 10220  BOOMY @ 20.98 #+15145551481 
Buy 21450  BOOMY @ 20.86 #+15145555672  
Sell 29680  BOOMY @ 20.84 #+15145553867 
Sell 19520  BOOMY @ 20.81 #+15145559281 
Buy 11900  BOOMY @ 20.63 #+15145553180  
Buy 15790  BOOMY @ 20.79 #+15145557788  
Buy 11530  BOOMY @ 20.67 #+15145554325  
Sell 14970  BOOMY @ 20.62 #+15145557650 
Buy 11030  BOOMY @ 20.46 #+15145550180  
Buy 6670  BOOMY @ 20.51 #+15145559265   
Buy 6970  BOOMY @ 20.27 #+15145557443   
Buy 10710  BOOMY @ 20.32 #+15145552296  
Buy 10550  BOOMY @ 20.18 #+15145555012  
Buy 13080  BOOMY @ 20.18 #+15145559799  
Sell 9860  BOOMY @ 20.08 #+15145550771  
Buy 20120  BOOMY @ 20.17 #+15145557721  
Sell 6590  BOOMY @ 20.07 #+15145553691  
Sell 10370  BOOMY @ 19.93 #+15145557681 
Buy 12100  BOOMY @ 19.78 #+15145554664  
Buy 11040  BOOMY @ 19.75 #+15145557290  
Sell 5470  BOOMY @ 19.77 #+15145553144  
Buy 10050  BOOMY @ 19.55 #+15145553746  
Sell 12580  BOOMY @ 19.6 #+15145559542  
Sell 4680  BOOMY @ 19.63 #+15145559408  
Buy 6480  BOOMY @ 19.36 #+15145557340   
Buy 14280  BOOMY @ 19.24 #+15145551497  
Buy 3310  BOOMY @ 19.36 #+15145555169   
Buy 9130  BOOMY @ 19.37 #+15145551147   
Buy 6860  BOOMY @ 19.47 #+15145552499   
Sell 9920  BOOMY @ 19.38 #+15145557143  
Buy 11400  BOOMY @ 19.33 #+15145559757  
Buy 18710  BOOMY @ 19.48 #+15145552349  
Buy 20920  BOOMY @ 19.61 #+15145554606  
Sell 9920  BOOMY @ 19.76 #+15145559950  
Sell 11880  BOOMY @ 19.81 #+15145554178 
Sell 14080  BOOMY @ 19.82 #+15145557404 
Sell 9090  BOOMY @ 19.88 #+15145554753  
Sell 12250  BOOMY @ 19.65 #+15145552995 
Buy 9140  BOOMY @ 19.85 #+15145553558   
Sell 5020  BOOMY @ 20.02 #+15145550075  
Sell 10430  BOOMY @ 19.9 #+15145558484  
Buy 13080  BOOMY @ 19.87 #+15145557186  
Sell 15100  BOOMY @ 19.93 #+15145559662 
Buy 12500  BOOMY @ 20.14 #+15145557864  
Buy 11380  BOOMY @ 20.1 #+15145552516   
Buy 11850  BOOMY @ 20.07 #+15145556143  
Sell 9290  BOOMY @ 19.8 #+15145558135   
Buy 13120  BOOMY @ 19.75 #+15145553137  
Sell 7660  BOOMY @ 19.53 #+15145550780  
Buy 8150  BOOMY @ 19.71 #+15145555643   
Sell 18070  BOOMY @ 19.64 #+15145551336 
Sell 9670  BOOMY @ 19.62 #+15145557597  
Sell 12790  BOOMY @ 19.56 #+15145559946 
Buy 14660  BOOMY @ 19.8 #+15145551996   
Buy 15310  BOOMY @ 19.83 #+15145551796  
Sell 11120  BOOMY @ 19.82 #+15145554564 
Sell 10320  BOOMY @ 19.64 #+15145558568 
Sell 12170  BOOMY @ 19.73 #+15145555614 
Sell 10800  BOOMY @ 19.63 #+15145553739 
Buy 11090  BOOMY @ 19.77 #+15145552645  
Buy 15140  BOOMY @ 19.82 #+15145557204  
Sell 14900  BOOMY @ 20.03 #+15145555281 
Buy 22310  BOOMY @ 19.95 #+15145559171  
Buy 12200  BOOMY @ 20.04 #+15145553020  
Sell 19290  BOOMY @ 20.03 #+15145556257 
Buy 21410  BOOMY @ 19.79 #+15145552194  
Sell 13370  BOOMY @ 19.83 #+15145552232 
Sell 8100  BOOMY @ 19.88 #+15145555808  
Sell 6390  BOOMY @ 19.91 #+15145557869  
Sell 12970  BOOMY @ 19.88 #+15145554897 
Buy 12590  BOOMY @ 20.02 #+15145551485  
Buy 14090  BOOMY @ 19.96 #+15145554013  
Buy 11470  BOOMY @ 19.97 #+15145554139  
Sell 12590  BOOMY @ 19.92 #+15145559335 
Sell 9360  BOOMY @ 19.88 #+15145555321  
Sell 8680  BOOMY @ 19.91 #+15145550360  
Sell 10040  BOOMY @ 20.12 #+15145551072 
Sell 15700  BOOMY @ 19.98 #+15145555291 
Buy 13380  BOOMY @ 20.07 #+15145559915  
Sell 8430  BOOMY @ 19.99 #+15145551182  
Buy 6540  BOOMY @ 20.02 #+15145553475   
Sell 8130  BOOMY @ 20.19 #+15145554003  
Sell 16720  BOOMY @ 20.35 #+15145553582 
Sell 20260  BOOMY @ 20.3 #+15145551648  
Sell 14000  BOOMY @ 20.21 #+15145552364 
Buy 5350  BOOMY @ 19.82 #+15145556095   
Sell 12340  BOOMY @ 19.94 #+15145554422 
Sell 11670  BOOMY @ 19.86 #+15145556271 
Sell 8710  BOOMY @ 20.03 #+15145551519  
Sell 10790  BOOMY @ 19.91 #+15145557914 
Buy 6020  BOOMY @ 19.73 #+15145556596   
Sell 11640  BOOMY @ 19.7 #+15145552618  
Buy 12990  BOOMY @ 19.61 #+15145556611  
Sell 8180  BOOMY @ 19.65 #+15145552975  
Buy 13950  BOOMY @ 19.63 #+15145559291  
Buy 7060  BOOMY @ 19.36 #+15145558292   
Buy 6920  BOOMY @ 19.43 #+15145556407   
Buy 8050  BOOMY @ 19.33 #+15145552996   
Buy 17680  BOOMY @ 19.2 #+15145552920   
Buy 13370  BOOMY @ 19.26 #+15145559503  
Buy 14740  BOOMY @ 19.44 #+15145555529  
Sell 10680  BOOMY @ 19.24 #+15145554047 
Sell 5560  BOOMY @ 19.2 #+15145552456   
Buy 9060  BOOMY @ 19 #+15145555673      
Buy 10180  BOOMY @ 19.16 #+15145558630  
Sell 18060  BOOMY @ 19.18 #+15145554997 
