Parallel {
Buy 8850  AUKV @ 91.77 #+15145559425
Sell 1030  ABLE @ 19.71 #+15145558180
Sell 1200  ABLE @ 19.35 #+15145557717
Sell 8330  AKZOY @ 100.38 #+15145559252
Buy 17610  AVAB @ 101.91 #+15145551020
Buy 7540  AVAB @ 103.26 #+15145557814
Buy 11240  AKZOY @ 100.53 #+15145559709
Sell 16810  AKZOY @ 100.52 #+15145554984
Buy 1510  ABLE @ 19.49 #+15145551696
Buy 1130  ABLE @ 19.69 #+15145553501
Buy 20570  AKZOY @ 100.37 #+15145555806
Sell 2950  AUKV @ 102.28 #+15145558190
Buy 6900  AVAB @ 101.01 #+15145559369
Sell 1000  ABLE @ 20.11 #+15145552832
Buy 44430  AGOG @ 59.55 #+15145554868
Buy 12250  AVAB @ 102.2 #+15145553393
Buy 3880  AKZOY @ 100.71 #+15145555678
Buy 960  ABLE @ 20.32 #+15145557333
Buy 8570  AKZOY @ 101 #+15145559612
Buy 790  ABLE @ 20.6 #+15145553267
Buy 9620  AUKV @ 106.28 #+15145555669
Buy 5060  AVAB @ 100.65 #+15145557771
Sell 71260  AGOG @ 60.75 #+15145551967
Buy 24980  AGOG @ 60.75 #+15145550929
Sell 13730  AUKV @ 103.33 #+15145559238
Buy 10380  AGOG @ 59.58 #+15145555268
Sell 12750  AUKV @ 104.07 #+15145552146
Sell 24010  AGOG @ 59.91 #+15145558696
Buy 1250  ABLE @ 20.68 #+15145559428
Sell 26750  AGOG @ 59.4 #+15145556571
Sell 11990  AUKV @ 101.83 #+15145556100
Buy 12680  AVAB @ 101.29 #+15145559972
Sell 8650  AVAB @ 101.55 #+15145558457
Sell 8200  AUKV @ 101.62 #+15145558639
Sell 7600  AKZOY @ 101.02 #+15145555547
Sell 13930  AVAB @ 102.88 #+15145556773
Buy 4680  AKZOY @ 100.99 #+15145557659
Buy 6830  AUKV @ 104.37 #+15145551172
Sell 12660  AUKV @ 106.09 #+15145552007
Buy 870  ABLE @ 20.71 #+15145551109
Sell 12940  AUKV @ 102.82 #+15145556319
Sell 5470  AKZOY @ 101.95 #+15145550622
Sell 5560  AKZOY @ 101.5 #+15145550866
Sell 12500  AVAB @ 103.52 #+15145557755
Buy 21440  AGOG @ 59.48 #+15145558034
Buy 22790  AGOG @ 58.79 #+15145558523
Sell 16370  AGOG @ 58.88 #+15145553032
Buy 11300  AVAB @ 100.25 #+15145551823
Sell 19210  AUKV @ 101.91 #+15145551823
Buy 1010  ABLE @ 20.8 #+15145556545
Buy 14030  AVAB @ 97.26 #+15145552144
Sell 7450  AUKV @ 103.26 #+15145557692
Sell 760  ABLE @ 20.75 #+15145559833
Sell 1050  ABLE @ 20.87 #+15145553892
Buy 29710  AGOG @ 58.12 #+15145558801
Buy 8120  AKZOY @ 101.19 #+15145553273
Sell 27750  AGOG @ 58.6 #+15145557712
Sell 1200  ABLE @ 20.88 #+15145558850
Sell 35670  AGOG @ 57.61 #+15145555284
Buy 28380  AGOG @ 59.13 #+15145555585
Buy 17140  AVAB @ 101.56 #+15145558688
Sell 2110  AUKV @ 101.01 #+15145558348
Sell 11240  AKZOY @ 101.76 #+15145558655
Buy 24990  AGOG @ 57.55 #+15145552925
Sell 11310  AUKV @ 102.2 #+15145556185
Buy 1260  ABLE @ 20.91 #+15145550638
Buy 9770  AKZOY @ 101.53 #+15145558829
Sell 17280  AVAB @ 100.39 #+15145551038
Sell 10740  AVAB @ 99.08 #+15145556797
Sell 5670  AUKV @ 100.65 #+15145556589
Buy 9870  AVAB @ 101.69 #+15145559655
Sell 38970  AGOG @ 57.65 #+15145559836
Buy 1420  ABLE @ 20.68 #+15145551612
Buy 1100  ABLE @ 20.65 #+15145558666
Buy 1220  ABLE @ 20.46 #+15145559191
Sell 1230  ABLE @ 20.52 #+15145552453
Sell 6200  AKZOY @ 101.78 #+15145556956
Sell 8210  AUKV @ 101.29 #+15145554359
Buy 4200  AVAB @ 104.82 #+15145557113
Sell 13140  AUKV @ 101.55 #+15145550563
Buy 13340  AUKV @ 102.88 #+15145552439
Sell 107670  AGOG @ 57.71 #+15145558060
Buy 1410  ABLE @ 20.56 #+15145557994
Buy 970  ABLE @ 20.75 #+15145555866
Sell 27520  AGOG @ 60.48 #+15145559889
Sell 10500  AUKV @ 103.52 #+15145556745
Sell 970  ABLE @ 21.26 #+15145555319
Buy 9320  AKZOY @ 101.62 #+15145558173
Sell 12080  AVAB @ 107.03 #+15145559093
Buy 14080  AUKV @ 100.25 #+15145555320
Buy 14180  AVAB @ 107.54 #+15145552293
Buy 8360  AKZOY @ 101.02 #+15145558357
Buy 1520  ABLE @ 21.23 #+15145551384
Sell 1620  ABLE @ 21.11 #+15145558914
Sell 6480  AUKV @ 97.26 #+15145557967
Buy 20170  AUKV @ 101.56 #+15145558235
Buy 12960  AVAB @ 108.98 #+15145555453
Buy 17060  AUKV @ 100.39 #+15145555468
Buy 4650  AUKV @ 99.08 #+15145550029
Buy 15320  AKZOY @ 101.52 #+15145550273
Sell 1130  ABLE @ 21.07 #+15145551135
Sell 12230  AVAB @ 109.47 #+15145554156
Buy 3870  AUKV @ 101.69 #+15145551949
Buy 1510  ABLE @ 20.93 #+15145550682
Sell 6670  AKZOY @ 101.3 #+15145551358
Buy 26900  AGOG @ 58.01 #+15145554426
Sell 11500  AUKV @ 104.82 #+15145552747
Sell 1710  ABLE @ 20.81 #+15145552985
Sell 26040  AGOG @ 58.72 #+15145550294
Sell 6520  AKZOY @ 101.73 #+15145556022
Buy 2460  ABLE @ 21.07 #+15145550736
Sell 10200  AUKV @ 107.03 #+15145552254
Buy 2120  ABLE @ 21.18 #+15145550687
Sell 1790  ABLE @ 21.52 #+15145553495
Buy 5850  AKZOY @ 100.73 #+15145551255
Buy 6350  AKZOY @ 101.16 #+15145554629
Sell 38680  AGOG @ 59.51 #+15145556517
Buy 1140  ABLE @ 21.36 #+15145554489
Buy 40800  AGOG @ 58.93 #+15145552456
Buy 31650  AGOG @ 58.81 #+15145558504
Sell 14330  AUKV @ 107.54 #+15145555226
Buy 14650  AUKV @ 108.98 #+15145557709
Sell 14350  AUKV @ 109.47 #+15145550437
Sell 6650  AKZOY @ 101.16 #+15145550913
Buy 9560  AKZOY @ 100.72 #+15145554200
Sell 8970  AVAB @ 109.4 #+15145555802
Sell 1150  ABLE @ 21.65 #+15145554228
Sell 27690  AGOG @ 61.13 #+15145553461
Sell 10750  AKZOY @ 100.6 #+15145551868
Sell 42860  AGOG @ 59.72 #+15145553856
Buy 17630  AKZOY @ 100.43 #+15145558384
Buy 14000  AKZOY @ 100.56 #+15145554671
Buy 7830  AVAB @ 108.93 #+15145550437
Sell 960  ABLE @ 21.63 #+15145558312
Buy 39210  AKZOY @ 100.01 #+15145556081
Sell 10860  AUKV @ 109.4 #+15145558453
Sell 9670  AUKV @ 108.93 #+15145555497
Sell 25820  AGOG @ 61.09 #+15145559068
Buy 14070  AUKV @ 110.59 #+15145559852
Buy 9240  AVAB @ 110.59 #+15145557507
Buy 11490  AUKV @ 112.52 #+15145550759
Sell 24920  AKZOY @ 100.09 #+15145556315
Buy 6280  AKZOY @ 100.5 #+15145557109
Sell 23410  AGOG @ 61.8 #+15145553845
Buy 11940  AUKV @ 115.61 #+15145554717
Buy 7440  AKZOY @ 100.5 #+15145558993
Sell 4670  AVAB @ 112.52 #+15145558986
Buy 1140  ABLE @ 21.82 #+15145557215
Sell 1310  ABLE @ 21.96 #+15145557441
Sell 1890  ABLE @ 21.85 #+15145555390
Sell 4040  AVAB @ 115.61 #+15145553386
Sell 13720  AGOG @ 60.78 #+15145558992
Buy 23670  AGOG @ 62.9 #+15145556189
Buy 9070  AKZOY @ 100.02 #+15145557484
Sell 950  ABLE @ 21.67 #+15145559937
Buy 39570  AGOG @ 64.26 #+15145553348
Sell 5850  AKZOY @ 99.98 #+15145555254
Sell 4830  AKZOY @ 100.69 #+15145557297
Sell 8970  AVAB @ 119.99 #+15145553013
Sell 470  ABLE @ 21.76 #+15145558138
Sell 14920  AGOG @ 62.18 #+15145550121
Buy 10170  AVAB @ 121.49 #+15145551306
Buy 8120  AUKV @ 119.99 #+15145554700
Buy 21660  AVAB @ 122.43 #+15145554393
Sell 11030  AUKV @ 121.49 #+15145556269
Sell 5870  AVAB @ 124.76 #+15145556000
Buy 22130  AUKV @ 122.43 #+15145559819
Sell 4670  AKZOY @ 100.61 #+15145554550
Sell 4730  AKZOY @ 101.34 #+15145556527
Buy 14510  AGOG @ 64.02 #+15145552432
Sell 12760  AGOG @ 64.41 #+15145551401
Sell 650  ABLE @ 21.74 #+15145551998
Buy 20230  AGOG @ 64.51 #+15145550179
Sell 6800  AKZOY @ 101.46 #+15145559230
Buy 14130  AUKV @ 124.76 #+15145550176
Buy 7560  AKZOY @ 101.76 #+15145552863
Sell 16910  AGOG @ 65.07 #+15145557794
Sell 12520  AVAB @ 126.59 #+15145550835
Buy 650  ABLE @ 21.68 #+15145557299
Sell 13800  AUKV @ 126.59 #+15145556527
Sell 31640  AGOG @ 62.02 #+15145558895
Sell 37280  AGOG @ 63.94 #+15145554514
Sell 5000  AKZOY @ 102.23 #+15145555489
Buy 9410  AUKV @ 125.43 #+15145552245
Sell 5610  AVAB @ 125.43 #+15145554928
Sell 28810  AGOG @ 67.78 #+15145557548
Buy 800  ABLE @ 21.62 #+15145550423
Buy 7530  AKZOY @ 101.66 #+15145553859
Sell 33890  AGOG @ 61.66 #+15145555053
Buy 6040  AUKV @ 124.66 #+15145552382
Sell 7290  AKZOY @ 102.18 #+15145552780
Buy 6880  AKZOY @ 102.29 #+15145553986
Buy 880  ABLE @ 21.96 #+15145556282
Buy 8670  AKZOY @ 102.35 #+15145559556
Buy 1440  ABLE @ 21.84 #+15145551781
Buy 8680  AVAB @ 124.66 #+15145554392
Buy 10490  AKZOY @ 102.35 #+15145550787
Buy 32560  AGOG @ 61.95 #+15145557924
Buy 21300  AGOG @ 64.09 #+15145552917
Sell 1590  ABLE @ 21.59 #+15145557018
Sell 28400  AGOG @ 63.34 #+15145551477
Sell 19610  AGOG @ 63.58 #+15145553308
Sell 25270  AGOG @ 60.54 #+15145554328
Sell 13610  AVAB @ 122.31 #+15145551287
Buy 16440  AGOG @ 65.49 #+15145554564
Sell 13600  AUKV @ 122.31 #+15145557866
Buy 17080  AGOG @ 63.23 #+15145553472
Buy 8300  AVAB @ 125.8 #+15145551753
Sell 13110  AVAB @ 125.57 #+15145551290
Buy 23890  AGOG @ 62.75 #+15145551533
Sell 13230  AUKV @ 125.8 #+15145556208
Sell 11920  AVAB @ 122.17 #+15145553846
Sell 11440  AKZOY @ 102.81 #+15145551441
Sell 11550  AGOG @ 62.54 #+15145555172
Sell 16940  AGOG @ 63.53 #+15145552661
Buy 11200  AGOG @ 63.86 #+15145559295
Buy 12990  AUKV @ 125.57 #+15145553781
Sell 4250  AVAB @ 123.09 #+15145559984
Sell 4680  AUKV @ 122.17 #+15145554023
Sell 3710  AVAB @ 121.74 #+15145550915
Buy 11720  AGOG @ 64.09 #+15145551393
Sell 3260  AUKV @ 123.09 #+15145559552
Sell 5160  AKZOY @ 102.81 #+15145555974
Buy 5360  AKZOY @ 102.47 #+15145552206
Buy 9300  AGOG @ 65.09 #+15145557972
Buy 1220  ABLE @ 21.05 #+15145557765
Sell 8340  AUKV @ 121.74 #+15145552361
Buy 9050  AVAB @ 121.37 #+15145551560
Buy 8770  AGOG @ 61.33 #+15145552188
Sell 8870  AUKV @ 121.37 #+15145551098
Buy 1360  ABLE @ 20.89 #+15145557934
Buy 6260  AUKV @ 122.91 #+15145556447
Buy 13770  AGOG @ 65.17 #+15145557563
Sell 11080  AGOG @ 63.78 #+15145556125
Sell 990  ABLE @ 21.14 #+15145553394
Sell 3580  AUKV @ 121.34 #+15145550716
Buy 660  ABLE @ 21.01 #+15145559390
Sell 970  ABLE @ 20.93 #+15145554293
Buy 7050  AKZOY @ 102.26 #+15145550192
Buy 1180  ABLE @ 20.61 #+15145550306
Sell 810  ABLE @ 20.52 #+15145556648
Sell 1040  ABLE @ 20.89 #+15145550078
Buy 14350  AVAB @ 122.91 #+15145551475
Buy 9120  AKZOY @ 102.38 #+15145554442
Buy 6010  AKZOY @ 102.32 #+15145554513
Buy 16990  AGOG @ 63.92 #+15145558771
Buy 6040  AVAB @ 121.34 #+15145559247
Buy 880  ABLE @ 21.03 #+15145552511
Sell 11770  AKZOY @ 102.83 #+15145558733
Sell 4080  AVAB @ 117.07 #+15145553738
Buy 3010  AVAB @ 115.11 #+15145556294
Sell 1010  ABLE @ 21.22 #+15145555513
Sell 1130  ABLE @ 21.56 #+15145554163
Buy 5920  AVAB @ 114.84 #+15145551959
Sell 13590  AVAB @ 113.27 #+15145553893
Buy 8950  AUKV @ 117.07 #+15145554597
Sell 1170  ABLE @ 21.44 #+15145553693
Sell 5140  AUKV @ 115.11 #+15145552241
Sell 710  ABLE @ 21.2 #+15145559969
Sell 10820  AUKV @ 114.84 #+15145555515
Sell 9490  AVAB @ 115.38 #+15145552542
Sell 11580  AVAB @ 115.29 #+15145554731
Sell 16420  AGOG @ 64.66 #+15145551500
Sell 24350  AKZOY @ 102.46 #+15145550192
Sell 540  ABLE @ 21.27 #+15145551639
Sell 6280  AUKV @ 113.27 #+15145557520
Sell 580  ABLE @ 21.4 #+15145558993
Sell 6710  AVAB @ 112.58 #+15145558261
Buy 620  ABLE @ 21.04 #+15145558918
Buy 11680  AKZOY @ 102.51 #+15145556410
Sell 10540  AVAB @ 115.47 #+15145551618
Buy 15960  AUKV @ 115.38 #+15145552357
Sell 3120  AUKV @ 115.29 #+15145555566
Buy 4970  AUKV @ 112.58 #+15145555845
Sell 3910  AUKV @ 115.47 #+15145554668
Buy 9920  AUKV @ 113.35 #+15145556227
Sell 580  ABLE @ 20.75 #+15145551576
Buy 9740  AUKV @ 114.46 #+15145554344
Sell 12850  AGOG @ 63.17 #+15145557712
Sell 14860  AGOG @ 65.97 #+15145554930
Sell 590  ABLE @ 20.85 #+15145559580
Buy 14940  AGOG @ 64.04 #+15145555278
Sell 11970  AVAB @ 113.35 #+15145555842
Buy 15150  AUKV @ 113.37 #+15145553195
Buy 10040  AKZOY @ 102.22 #+15145555030
Sell 11100  AGOG @ 67.67 #+15145550158
Buy 5220  AVAB @ 114.46 #+15145550979
Sell 11950  AGOG @ 63.74 #+15145554171
Sell 8910  AKZOY @ 102.33 #+15145554875
Buy 630  ABLE @ 21.14 #+15145557081
Buy 13880  AGOG @ 64.57 #+15145553621
Sell 12900  AGOG @ 67.44 #+15145553073
Sell 680  ABLE @ 21.32 #+15145555024
Sell 930  ABLE @ 21.44 #+15145555172
Buy 11150  AUKV @ 113.62 #+15145559124
Buy 13060  AUKV @ 113.52 #+15145551780
Sell 15000  AUKV @ 115.55 #+15145550311
Sell 13640  AGOG @ 64.23 #+15145555451
Sell 25210  AKZOY @ 101.94 #+15145553651
Sell 590  ABLE @ 21.54 #+15145559796
Sell 5730  AUKV @ 120.01 #+15145559848
Sell 8710  AUKV @ 119.37 #+15145553411
Buy 7870  AKZOY @ 101.12 #+15145550381
Buy 7280  AKZOY @ 100.61 #+15145554890
Sell 16240  AKZOY @ 100.23 #+15145552349
Buy 8070  AVAB @ 113.37 #+15145554597
Buy 14010  AGOG @ 63.94 #+15145553303
Buy 14690  AGOG @ 65.64 #+15145558298
Buy 550  ABLE @ 21.45 #+15145558800
Buy 680  ABLE @ 21.32 #+15145551471
Sell 5430  AVAB @ 113.62 #+15145557203
Sell 5360  AKZOY @ 99.5 #+15145550029
Buy 7910  AVAB @ 113.52 #+15145552909
Buy 14410  AGOG @ 63.96 #+15145555551
Buy 5370  AKZOY @ 99.51 #+15145553540
Buy 7310  AKZOY @ 100.05 #+15145553820
Sell 13410  AUKV @ 120.61 #+15145558193
Buy 14060  AGOG @ 63.73 #+15145556499
Buy 2990  AKZOY @ 100.28 #+15145554386
Buy 4030  AKZOY @ 100.57 #+15145559716
Buy 14930  AVAB @ 115.55 #+15145551559
Buy 19770  AGOG @ 61.68 #+15145559570
Buy 16620  AGOG @ 63.8 #+15145557614
Buy 12060  AUKV @ 123.26 #+15145559115
Buy 6730  AKZOY @ 101.3 #+15145558457
Sell 580  ABLE @ 21.31 #+15145550958
Buy 15200  AUKV @ 125.21 #+15145550509
Buy 13000  AUKV @ 122.35 #+15145551996
Buy 25010  AGOG @ 63.67 #+15145550155
Sell 17020  AGOG @ 62.54 #+15145555820
Sell 13730  AGOG @ 63.98 #+15145553463
Sell 13650  AVAB @ 120.01 #+15145555112
Buy 20400  AGOG @ 61.86 #+15145550162
Sell 4360  AKZOY @ 101.76 #+15145559491
Sell 12790  AUKV @ 119.13 #+15145553350
Buy 9700  AUKV @ 119.09 #+15145556080
Sell 5560  AVAB @ 119.37 #+15145555050
Sell 9920  AVAB @ 120.61 #+15145556651
Sell 4600  AKZOY @ 102.02 #+15145554571
Sell 20790  AUKV @ 119.22 #+15145550594
Sell 6880  AKZOY @ 101.8 #+15145557684
Sell 21830  AUKV @ 121.63 #+15145551571
Sell 6890  AKZOY @ 100.92 #+15145556737
Buy 690  ABLE @ 21.19 #+15145554354
Buy 8620  AUKV @ 126.36 #+15145555461
Sell 740  ABLE @ 20.99 #+15145553418
Sell 6190  AKZOY @ 101.3 #+15145550177
Sell 13420  AUKV @ 127.56 #+15145556936
Sell 24420  AGOG @ 61.36 #+15145558281
Buy 48270  AGOG @ 64.09 #+15145555446
Sell 10220  AUKV @ 129.81 #+15145550929
Sell 29780  AGOG @ 64.13 #+15145553371
Sell 24640  AGOG @ 64.75 #+15145554050
Buy 6000  AKZOY @ 101.67 #+15145555516
Buy 8830  AVAB @ 123.26 #+15145554061
Buy 23370  AGOG @ 66.37 #+15145554092
Sell 31940  AGOG @ 64.13 #+15145557155
Sell 8010  AKZOY @ 101.59 #+15145558734
Buy 7070  AKZOY @ 101.81 #+15145554421
Sell 850  ABLE @ 20.76 #+15145553419
Buy 20730  AGOG @ 65.72 #+15145552627
Sell 12040  AVAB @ 125.21 #+15145554059
Buy 10300  AUKV @ 128.37 #+15145557299
Buy 13240  AUKV @ 129.56 #+15145552816
Sell 6400  AUKV @ 133.83 #+15145559572
Buy 7850  AUKV @ 131.89 #+15145556335
Buy 660  ABLE @ 20.68 #+15145554582
Sell 8240  AKZOY @ 101.89 #+15145557674
Sell 8560  AUKV @ 129.3 #+15145556912
Sell 620  ABLE @ 20.26 #+15145555076
Sell 5080  AKZOY @ 102.02 #+15145553273
Sell 25740  AGOG @ 63.55 #+15145557813
Sell 9750  AUKV @ 133.83 #+15145556483
Buy 690  ABLE @ 19.95 #+15145555754
Buy 11940  AVAB @ 122.35 #+15145550479
Sell 590  ABLE @ 19.96 #+15145558206
Buy 15220  AVAB @ 119.13 #+15145557049
Buy 490  ABLE @ 19.92 #+15145558609
Buy 22780  AGOG @ 64.79 #+15145552562
Sell 580  ABLE @ 20.01 #+15145557883
Buy 6260  AUKV @ 136.67 #+15145553455
Buy 23140  AGOG @ 65.77 #+15145553144
Buy 14120  AVAB @ 119.09 #+15145551018
Sell 7320  AKZOY @ 101.25 #+15145552917
Sell 18500  AGOG @ 66.3 #+15145559637
Sell 580  ABLE @ 20.02 #+15145553986
Sell 15020  AVAB @ 119.22 #+15145559358
Sell 19390  AVAB @ 121.63 #+15145552242
Buy 5710  AUKV @ 141.3 #+15145559116
Sell 3440  AKZOY @ 100.83 #+15145557381
Buy 15490  AVAB @ 126.36 #+15145553876
Buy 590  ABLE @ 19.92 #+15145552949
Buy 8990  AVAB @ 127.56 #+15145556770
Sell 7090  AVAB @ 129.81 #+15145550128
Buy 21980  AGOG @ 66.62 #+15145550884
Buy 34230  AGOG @ 67.06 #+15145555221
Buy 6280  AKZOY @ 101.42 #+15145558207
Sell 9400  AVAB @ 128.37 #+15145553115
Sell 84240  AGOG @ 67.71 #+15145552912
Buy 3760  AUKV @ 147.7 #+15145557420
Sell 21920  AGOG @ 67.39 #+15145552130
Sell 7380  AUKV @ 143.91 #+15145551662
Sell 600  ABLE @ 20.02 #+15145553478
Buy 10400  AUKV @ 151.02 #+15145553692
Buy 9450  AVAB @ 129.56 #+15145555912
Sell 3800  AKZOY @ 101.15 #+15145554813
Sell 58410  AGOG @ 64.28 #+15145557457
Buy 750  ABLE @ 20.03 #+15145554962
Buy 7470  AKZOY @ 101.22 #+15145551953
Sell 9580  AVAB @ 133.83 #+15145553184
Sell 9590  AUKV @ 144.19 #+15145558655
Sell 890  ABLE @ 20.12 #+15145557233
Buy 8710  AUKV @ 135.16 #+15145552887
Sell 13590  AUKV @ 131.65 #+15145559065
Sell 1020  ABLE @ 20.23 #+15145557212
Buy 36630  AGOG @ 64.32 #+15145558544
Buy 17170  AGOG @ 63.29 #+15145558220
Sell 5280  AKZOY @ 101.4 #+15145555687
Sell 3770  AKZOY @ 100.99 #+15145551683
Buy 30230  AGOG @ 62.33 #+15145559597
Sell 23990  AGOG @ 66.29 #+15145559204
Sell 5370  AKZOY @ 101.37 #+15145555415
Sell 6900  AVAB @ 131.89 #+15145553799
Sell 19530  AGOG @ 63.09 #+15145555407
Sell 7390  AUKV @ 132.34 #+15145555783
Sell 6250  AKZOY @ 101.76 #+15145558645
Sell 6690  AUKV @ 135.72 #+15145552974
Sell 1140  ABLE @ 20.11 #+15145551709
Buy 85210  AGOG @ 64.38 #+15145555701
Sell 770  ABLE @ 20.41 #+15145550566
Sell 29810  AGOG @ 64.69 #+15145552580
Buy 11120  AKZOY @ 101.38 #+15145555607
Buy 34600  AGOG @ 64.06 #+15145551091
Buy 19000  AGOG @ 64.52 #+15145553513
Buy 1830  ABLE @ 20.45 #+15145558075
Sell 5550  AKZOY @ 101.41 #+15145550199
Buy 14250  AGOG @ 65.26 #+15145555302
Sell 1220  ABLE @ 20.35 #+15145553769
Buy 22800  AGOG @ 65.4 #+15145555338
Buy 12560  AUKV @ 136.68 #+15145552838
Buy 8690  AUKV @ 137.37 #+15145554662
Buy 44710  AGOG @ 64.33 #+15145558426
Buy 118460  AGOG @ 64.86 #+15145553212
Buy 122410  AGOG @ 63.23 #+15145555352
Buy 5350  AVAB @ 129.3 #+15145552961
Sell 6170  AKZOY @ 100.79 #+15145559589
Buy 980  ABLE @ 20.04 #+15145556293
Sell 10140  AUKV @ 136.64 #+15145556361
Sell 7120  AUKV @ 130.75 #+15145558783
Sell 4040  AKZOY @ 100.74 #+15145557762
Buy 7280  AVAB @ 133.83 #+15145559469
Sell 47840  AKZOY @ 100.3 #+15145554141
Sell 9630  AVAB @ 136.67 #+15145555011
Buy 1070  ABLE @ 19.9 #+15145552316
Buy 8670  AKZOY @ 100.05 #+15145556074
Buy 830  ABLE @ 20.03 #+15145551525
Sell 880  ABLE @ 20.2 #+15145551300
Buy 13310  AGOG @ 65.98 #+15145556744
Buy 5340  AUKV @ 134.23 #+15145552695
Sell 1000  ABLE @ 20.13 #+15145555214
Sell 3300  AVAB @ 141.3 #+15145557029
Sell 12650  AVAB @ 147.7 #+15145553003
Sell 11850  AGOG @ 68.47 #+15145558402
Buy 950  ABLE @ 20.01 #+15145557324
Sell 5000  AKZOY @ 99.95 #+15145551513
Buy 980  ABLE @ 20.15 #+15145551745
Buy 17270  AGOG @ 68.29 #+15145551170
Sell 37740  AGOG @ 72.7 #+15145550954
Sell 910  ABLE @ 19.9 #+15145553276
Buy 30160  AGOG @ 67.51 #+15145552978
Sell 610  ABLE @ 19.92 #+15145556793
Buy 8160  AKZOY @ 100.19 #+15145558203
Buy 800  ABLE @ 20.16 #+15145555916
Buy 13290  AUKV @ 137.81 #+15145559421
Buy 4810  AKZOY @ 99.79 #+15145550407
Buy 7770  AKZOY @ 98.84 #+15145550950
Buy 10190  AUKV @ 134.71 #+15145550317
Sell 1000  ABLE @ 20.17 #+15145551172
Sell 6430  AKZOY @ 99.12 #+15145555496
Sell 7240  AVAB @ 143.91 #+15145559397
Buy 11720  AVAB @ 151.02 #+15145555234
Buy 9380  AUKV @ 134.25 #+15145557111
Sell 20580  AUKV @ 130.19 #+15145551392
Buy 9340  AVAB @ 144.19 #+15145550028
Sell 13070  AUKV @ 134.51 #+15145557067
Sell 11330  AVAB @ 135.16 #+15145556738
Sell 29970  AGOG @ 68.99 #+15145554084
Buy 13370  AUKV @ 131.27 #+15145556662
Buy 13950  AVAB @ 131.65 #+15145555590
Buy 8040  AKZOY @ 99.12 #+15145552532
Sell 7830  AVAB @ 132.34 #+15145558838
Sell 25580  AGOG @ 68.71 #+15145550948
Buy 13750  AUKV @ 132.58 #+15145552765
Sell 5330  AVAB @ 135.72 #+15145555409
Sell 26370  AGOG @ 71.33 #+15145559494
Buy 5310  AVAB @ 136.68 #+15145558024
Sell 12700  AUKV @ 136.43 #+15145553943
Buy 13060  AUKV @ 134.85 #+15145552884
Sell 17770  AGOG @ 68.52 #+15145551447
Buy 17900  AGOG @ 67.51 #+15145551835
Buy 10900  AUKV @ 134.54 #+15145558388
Sell 4200  AKZOY @ 99.61 #+15145555245
Buy 21780  AGOG @ 68.91 #+15145556461
Buy 10400  AVAB @ 137.37 #+15145558277
Buy 12170  AVAB @ 136.64 #+15145554152
Buy 2730  AKZOY @ 99.55 #+15145555709
Sell 12680  AUKV @ 130.99 #+15145559410
Sell 840  ABLE @ 20.37 #+15145557487
Buy 3120  AKZOY @ 99.3 #+15145552333
Sell 13270  AUKV @ 131.69 #+15145553424
Sell 7740  AVAB @ 130.75 #+15145555585
Sell 20700  AGOG @ 68.29 #+15145559082
Buy 1160  ABLE @ 20.2 #+15145553569
Buy 12110  AUKV @ 133.05 #+15145550920
Sell 14490  AVAB @ 134.23 #+15145550017
Sell 2910  AKZOY @ 99.09 #+15145559574
Sell 24030  AGOG @ 68.74 #+15145553485
Buy 970  ABLE @ 20.12 #+15145552951
Buy 2730  AKZOY @ 99.45 #+15145555627
Buy 12910  AUKV @ 125.82 #+15145555046
Buy 24730  AGOG @ 70.55 #+15145555490
Sell 5410  AUKV @ 126.75 #+15145556709
Buy 10370  AVAB @ 137.81 #+15145558946
Sell 9760  AUKV @ 128.81 #+15145554094
Buy 3130  AKZOY @ 99.57 #+15145558581
Buy 7580  AUKV @ 130.11 #+15145559658
Buy 6480  AVAB @ 134.71 #+15145552649
Sell 10900  AVAB @ 134.25 #+15145551704
Sell 38310  AGOG @ 71.02 #+15145559835
Buy 3690  AKZOY @ 99.41 #+15145554331
Buy 22960  AVAB @ 130.19 #+15145552069
Buy 710  ABLE @ 20.22 #+15145556194
Buy 29450  AGOG @ 69 #+15145554863
Sell 4970  AVAB @ 134.51 #+15145555297
Sell 55340  AGOG @ 68.44 #+15145557759
Buy 12740  AUKV @ 131.85 #+15145559967
Sell 61310  AGOG @ 69.06 #+15145552865
Sell 13520  AVAB @ 131.27 #+15145559164
Buy 11570  AVAB @ 132.58 #+15145559760
Sell 5050  AKZOY @ 99.91 #+15145555961
Buy 79740  AGOG @ 68.99 #+15145558050
Sell 750  ABLE @ 20.09 #+15145557777
Sell 13730  AVAB @ 136.43 #+15145555979
Buy 64570  AGOG @ 69.39 #+15145556296
Sell 13960  AUKV @ 129.55 #+15145554816
Sell 9800  AUKV @ 131.23 #+15145550108
Buy 4600  AKZOY @ 100.29 #+15145558706
Sell 81350  AGOG @ 68.6 #+15145552337
Sell 5680  AKZOY @ 100.44 #+15145558264
Sell 14580  AUKV @ 132.96 #+15145552015
Buy 580  ABLE @ 19.95 #+15145551354
Sell 960  ABLE @ 19.63 #+15145554623
Buy 16510  AVAB @ 134.85 #+15145555015
Sell 5070  AKZOY @ 100.57 #+15145555428
Sell 7120  AKZOY @ 99.96 #+15145552888
Sell 41310  AGOG @ 72.03 #+15145551476
Sell 14790  AVAB @ 134.54 #+15145558724
Sell 4840  AKZOY @ 100.49 #+15145551753
